#CREATED_BY
"Author","Link"
"Track My Trip for Android","http://neocor6.com"


#TRACK_HEADER_INFO
"Title","Description","Activity","CreatedAt"
"Track  09-06-21 18:05","","2021-06-09T22:05:40.703Z","0"


#POINTS_OF_INTEREST
"Title","Description","Latitude","Longitude","Accuracy","Speed","Altitude","Bearing","CreatedAt","ContentType","ContentLocation"


#TRACKPOINTS
"Segment","Latitude","Longitude","Accuracy","Speed","Altitude","Bearing","CreatedAt"
"0","-23.70077013098702","-70.42301388329487","11.797558","8.770037","0.29029492754489183","16.675417","2021-06-09T22:05:44.321Z"
"0","-23.700520189901685","-70.42289675989727","8.279202","9.173804","30.46432196162641","17.009266","2021-06-09T22:05:47.000Z"
"0","-23.700323966624893","-70.42284012839035","5.070793","9.560081","32.968929269351065","17.537281","2021-06-09T22:05:49.000Z"
"0","-23.70016191831465","-70.42278808140745","4.7","9.257909","33.67675379104912","17.537281","2021-06-09T22:05:51.000Z"
"0","-23.700004159552734","-70.42272418990936","4.7","9.280091","34.02474134415388","17.621841","2021-06-09T22:05:53.000Z"
"0","-23.69984845693243","-70.42266794328313","4.7","9.346303","36.27666949853301","18.46489","2021-06-09T22:05:55.000Z"
"0","-23.699695922712817","-70.42261496293555","4.169095","9.229297","35.34220856707543","18.058023","2021-06-09T22:05:57.000Z"
"0","-23.699544145964964","-70.42256243589738","3.6298645","9.131326","35.34455228224397","18.308802","2021-06-09T22:05:59.000Z"
"0","-23.699394646309262","-70.42250798733438","3.1786828","9.031462","35.40107765328139","17.980694","2021-06-09T22:06:01.000Z"
"0","-23.69924120853831","-70.4224533905119","3.1016798","9.035385","35.13943403214216","17.78356","2021-06-09T22:06:03.000Z"
"0","-23.699087249302334","-70.42239527392907","3.0","8.748137","35.47450125217438","18.45266","2021-06-09T22:06:05.000Z"
"0","-23.698933141898024","-70.4223386081492","3.0736573","8.698859","36.08625620417297","19.037027","2021-06-09T22:06:07.000Z"
"0","-23.698782210808588","-70.42228318687819","3.0","8.626909","36.002644578926265","18.674887","2021-06-09T22:06:09.000Z"
"0","-23.698631357265196","-70.4222290980156","3.0","8.70622","36.13197238370776","17.785965","2021-06-09T22:06:11.000Z"
"0","-23.698479558132636","-70.42217706596438","3.0","8.624541","35.81026306003332","19.319603","2021-06-09T22:06:13.000Z"
"0","-23.69833055615819","-70.42212003500646","3.0","9.213311","36.01738083269447","22.13375","2021-06-09T22:06:15.000Z"
"0","-23.698184352322734","-70.42204602746925","3.0","9.093778","36.53199516888708","25.545486","2021-06-09T22:06:17.000Z"
"0","-23.69804758223952","-70.42196559599383","3.0","8.383229","37.466088402085006","32.632812","2021-06-09T22:06:19.000Z"
"0","-23.69792714793231","-70.42187197961015","3.0","7.988412","37.33920249901712","36.430466","2021-06-09T22:06:21.000Z"
"0","-23.697806952185136","-70.42177316479992","3.0","7.6414456","37.361378223635256","35.61667","2021-06-09T22:06:23.000Z"
"0","-23.697697487026943","-70.42168716452727","3.0","7.0097694","37.79397648386657","38.303238","2021-06-09T22:06:25.000Z"
"0","-23.697614367152546","-70.42157424097864","3.0","7.327077","37.858013545162976","62.559147","2021-06-09T22:06:27.000Z"
"0","-23.69757813130406","-70.42142248567586","3.1644058","8.163061","38.378460192121565","87.8048","2021-06-09T22:06:29.000Z"
"0","-23.697608796835084","-70.42125906240035","3.2667294","8.393723","38.4355209376663","109.194664","2021-06-09T22:06:31.000Z"
"0","-23.697677392420566","-70.42110375672819","3.3934972","9.314604","38.04110539611429","115.63893","2021-06-09T22:06:33.000Z"
"0","-23.69775020288069","-70.42095707511179","3.248828","8.200302","38.215841070748866","119.51091","2021-06-09T22:06:35.000Z"
"0","-23.697829160988597","-70.42082386021094","3.181384","8.067598","38.89240670297295","120.50737","2021-06-09T22:06:37.000Z"
"0","-23.69790142798304","-70.42069538526951","3.244911","8.080848","39.71663263347","119.9399","2021-06-09T22:06:39.000Z"
"0","-23.69796888870861","-70.42055206071802","3.0925763","8.194017","40.301177526824176","112.847855","2021-06-09T22:06:41.000Z"
"0","-23.698021716867405","-70.42040101697266","3.0","8.438205","40.673778073862195","110.239075","2021-06-09T22:06:43.000Z"
"0","-23.69807220587615","-70.42025508867587","3.0","8.386532","41.126082808710635","115.86372","2021-06-09T22:06:45.000Z"
"0","-23.6981390591966","-70.42010735084436","3.0","8.794921","41.28749935980886","117.049065","2021-06-09T22:06:47.000Z"
"0","-23.698216998072382","-70.41995433262919","3.0","9.024891","42.1816087840125","119.300415","2021-06-09T22:06:49.000Z"
"0","-23.698296768644013","-70.41979983869494","3.0","8.878089","43.42316408082843","118.7797","2021-06-09T22:06:51.000Z"
"0","-23.69837322769772","-70.41964367703203","3.0","8.944402","44.713122142478824","117.93761","2021-06-09T22:06:53.000Z"
"0","-23.6984460098836","-70.41949575750655","3.0","8.090709","45.79314578976482","120.162224","2021-06-09T22:06:55.000Z"
"0","-23.698499381944238","-70.41936531656089","3.0","6.22789","46.7836455963552","108.96412","2021-06-09T22:06:57.000Z"
"0","-23.69849284477773","-70.41926031618468","3.1586797","5.2941737","47.396178578957915","66.97309","2021-06-09T22:06:59.000Z"
"0","-23.698413455889067","-70.41918507614635","3.211663","5.485813","48.422374084591866","31.485691","2021-06-09T22:07:01.000Z"
"0","-23.698323109763066","-70.41916224451762","3.1242974","4.22446","49.24554904643446","359.10815","2021-06-09T22:07:03.000Z"
"0","-23.698228636457603","-70.41923045749343","3.2173512","3.6799269","49.6281844638288","318.41928","2021-06-09T22:07:14.000Z"
"0","-23.69815378946537","-70.41932950919914","3.0","5.293451","48.98497175704688","309.84317","2021-06-09T22:07:17.000Z"
"0","-23.69807956860798","-70.41942101517493","3.042978","7.049018","48.21374043356627","310.6913","2021-06-09T22:07:19.000Z"
"0","-23.69799770177504","-70.419531338881","3.0","7.8634605","48.05444147717208","306.87622","2021-06-09T22:07:21.000Z"
"0","-23.697904875850682","-70.41965340720333","3.0","9.026959","47.11884039174765","309.20328","2021-06-09T22:07:23.000Z"
"0","-23.697802487712668","-70.41977512359134","3.226771","7.772533","46.31073743849993","314.06183","2021-06-09T22:07:25.000Z"
"0","-23.69773704253578","-70.4198602802696","3.6060908","3.7513702","46.26791667472571","302.59335","2021-06-09T22:07:27.000Z"
"0","-23.697679812199542","-70.41995534971564","3.3151412","4.5064344","46.16129806917161","302.8345","2021-06-09T22:07:37.000Z"
"0","-23.69761817483626","-70.42004909767297","3.0783997","6.6668296","45.73943292349577","301.14886","2021-06-09T22:07:39.000Z"
"0","-23.697548499881368","-70.42017687305442","3.126428","7.502265","45.35007864236832","300.2271","2021-06-09T22:07:41.000Z"
"0","-23.697474292874944","-70.42031048659965","3.1850057","7.727429","45.32724614813924","301.9512","2021-06-09T22:07:43.000Z"
"0","-23.697399950912864","-70.42044547591581","3.0","8.21479","44.2775996401906","302.6392","2021-06-09T22:07:45.000Z"
"0","-23.697310993883654","-70.42058908472536","3.2701347","8.702427","43.05822461936623","306.2694","2021-06-09T22:07:47.000Z"
