#CREATED_BY
"Author","Link"
"Track My Trip for Android","http://neocor6.com"


#TRACK_HEADER_INFO
"Title","Description","Activity","CreatedAt"
"Track  09-06-21 07:37","","2021-06-09T11:37:27.536Z","0"


#POINTS_OF_INTEREST
"Title","Description","Latitude","Longitude","Accuracy","Speed","Altitude","Bearing","CreatedAt","ContentType","ContentLocation"


#TRACKPOINTS
"Segment","Latitude","Longitude","Accuracy","Speed","Altitude","Bearing","CreatedAt"
"0","-23.69590281622086","-70.42160363128733","4.496381","13.314018","40.14152330998331","354.13293","2021-06-09T11:37:28.000Z"
"0","-23.69567761116743","-70.42160943535741","4.261828","12.040171","39.83209042903036","359.44604","2021-06-09T11:37:30.000Z"
"0","-23.695479712353283","-70.42160515378374","3.778011","9.710884","39.06506535317749","1.6524675","2021-06-09T11:37:32.000Z"
"0","-23.695332045776542","-70.42158929121265","3.9611468","7.0723114","38.77332561276853","6.720449","2021-06-09T11:37:34.000Z"
"0","-23.69521738854708","-70.42155232446207","4.0910997","5.7706423","38.35837263986468","11.000591","2021-06-09T11:37:36.000Z"
"0","-23.69513022361416","-70.42150655388328","4.1505003","5.3678493","38.01949751190841","42.163197","2021-06-09T11:37:38.000Z"
"0","-23.69509899202265","-70.42139987268142","4.5582075","5.9542923","36.900473969988525","84.609795","2021-06-09T11:37:40.000Z"
"0","-23.695111054125068","-70.4212938576471","4.79101","3.583275","36.50265265535563","99.71237","2021-06-09T11:37:42.000Z"
"0","-23.69512006461595","-70.42115962414279","4.7","4.157477","36.799324952065945","84.45879","2021-06-09T11:37:53.000Z"
"0","-23.695098625342276","-70.42101045023279","4.7","5.341644","37.60574706457555","86.24538","2021-06-09T11:37:56.000Z"
"0","-23.69508502435749","-70.42089556498566","4.7","6.0912237","37.73957464378327","85.71797","2021-06-09T11:37:58.000Z"
"0","-23.695072576799213","-70.4207613181314","4.7","6.912786","37.1427446231246","86.51198","2021-06-09T11:38:00.000Z"
"0","-23.695055185849608","-70.42062038453581","4.6048837","7.040516","37.04876166395843","83.380424","2021-06-09T11:38:02.000Z"
"0","-23.69504582365827","-70.42047000115905","4.3114905","7.71933","37.298091961070895","87.45386","2021-06-09T11:38:04.000Z"
"0","-23.695045739066867","-70.42031254157443","4.550945","7.804471","37.86445724777877","86.0706","2021-06-09T11:38:06.000Z"
"0","-23.69504451998338","-70.42016773637383","4.7092023","7.2324944","38.3907712334767","85.100746","2021-06-09T11:38:08.000Z"
"0","-23.69504106201256","-70.42003445779532","4.7","6.6387796","38.42126425821334","86.06236","2021-06-09T11:38:10.000Z"
"0","-23.695042043258155","-70.41992705834743","4.7","4.554799","38.42346028145403","84.69154","2021-06-09T11:38:12.000Z"
"0","-23.695048425253383","-70.41986632616748","4.7","2.0529268","39.699585074558854","79.180855","2021-06-09T11:38:27.721Z"
"0","-23.695050736091105","-70.41974020749339","4.7","5.694503","39.884060095995665","86.661415","2021-06-09T11:38:31.000Z"
"0","-23.69504182156916","-70.41960865449298","4.9378643","7.314029","39.774607446976006","87.035675","2021-06-09T11:38:33.000Z"
"0","-23.695033025346152","-70.41945266801203","4.9874544","7.8828073","39.973787979222834","86.45596","2021-06-09T11:38:35.000Z"
"0","-23.69502812246119","-70.41929028351832","4.9256926","8.096698","40.37720876466483","88.199905","2021-06-09T11:38:37.000Z"
"0","-23.695027870460514","-70.41914915706991","4.9690967","6.335978","40.3182085249573","94.05182","2021-06-09T11:38:39.000Z"
"0","-23.695023875764033","-70.41903001060129","4.960999","1.9344643","40.70648645609617","84.01084","2021-06-09T11:38:42.000Z"
"0","-23.694957158256337","-70.41892017521917","4.7","4.8405194","44.91666768863797","83.51522","2021-06-09T11:38:56.000Z"
"0","-23.694946395930796","-70.41879346127763","4.7","6.742151","45.781630967743695","84.36173","2021-06-09T11:38:58.000Z"
"0","-23.69493551491705","-70.41865366900633","4.7","6.646142","46.38245287537575","85.60386","2021-06-09T11:39:00.000Z"
"0","-23.694931478598818","-70.41850364138331","4.7","7.764701","46.59391405060887","87.046","2021-06-09T11:39:02.000Z"
"0","-23.694925237911544","-70.4183396329047","4.7","7.3374677","46.641377503983676","84.07976","2021-06-09T11:39:04.000Z"
"0","-23.694911918148176","-70.41816895311749","4.7","9.41416","47.66461623366922","86.27011","2021-06-09T11:39:06.000Z"
"0","-23.69491258190513","-70.41798577397863","4.7","9.962972","49.0305066164583","85.77277","2021-06-09T11:39:08.000Z"
"0","-23.694906220769184","-70.41780189112082","4.7","9.377786","50.806927155703306","84.24662","2021-06-09T11:39:10.000Z"
"0","-23.69489744271963","-70.41764045885559","4.7","7.2601376","51.82925790734589","87.30175","2021-06-09T11:39:12.000Z"
"0","-23.694895084138835","-70.4175325827193","4.654664","4.10834","52.928643211722374","85.75967","2021-06-09T11:39:14.000Z"
"0","-23.694926356375667","-70.41739708688839","4.2926764","4.9988403","55.00767622329295","86.83533","2021-06-09T11:39:26.000Z"
"0","-23.694925356770487","-70.41733701267646","4.194774","6.0711303","54.70645821001381","86.94433","2021-06-09T11:39:27.715Z"
"0","-23.694912711093266","-70.41713986247177","4.0628495","6.468506","54.9997839666903","85.75937","2021-06-09T11:39:30.000Z"
