#CREATED_BY
"Author","Link"
"Track My Trip for Android","http://neocor6.com"


#TRACK_HEADER_INFO
"Title","Description","Activity","CreatedAt"
"Track  09-06-21 08:46","","2021-06-09T12:46:33.754Z","0"


#POINTS_OF_INTEREST
"Title","Description","Latitude","Longitude","Accuracy","Speed","Altitude","Bearing","CreatedAt","ContentType","ContentLocation"


#TRACKPOINTS
"Segment","Latitude","Longitude","Accuracy","Speed","Altitude","Bearing","CreatedAt"
"0","-23.53913847287668","-70.39203526189878","4.7","0.101907544","96.57005701586604","74.788506","2021-06-09T12:46:34.000Z"
"0","-23.53914805145927","-70.39213365461809","4.7","1.7877021","95.00894851703197","257.59894","2021-06-09T12:46:39.000Z"
"0","-23.539167155486645","-70.39223918651957","3.1417487","1.7626567","95.5081319147721","265.3398","2021-06-09T12:46:45.000Z"
"0","-23.53917894552855","-70.39234218522111","3.0","0.32188505","95.06752243917435","265.34955","2021-06-09T12:46:53.000Z"
"0","-23.539162857867808","-70.39245687355802","3.0203226","3.369218","92.31446507200599","310.3604","2021-06-09T12:47:28.000Z"
"0","-23.539030021850508","-70.392500724213","3.7841926","7.669343","93.47747345268726","357.97217","2021-06-09T12:47:31.000Z"
"0","-23.53886230083881","-70.39250476597681","3.8419175","9.43006","94.44137097056955","0.8601085","2021-06-09T12:47:33.000Z"
"0","-23.538771696028242","-70.39250729404476","3.5974517","10.068763","94.86396365519613","359.44986","2021-06-09T12:47:34.000Z"
"0","-23.538567007108217","-70.3925242747257","3.274941","12.145019","95.66553377360106","353.45474","2021-06-09T12:47:36.000Z"
"0","-23.538342978917175","-70.39254912477105","3.142968","12.35498","96.28583254292607","356.4116","2021-06-09T12:47:38.000Z"
"0","-23.5381068969591","-70.39255841396081","3.2926896","13.727161","96.43752234987915","357.2761","2021-06-09T12:47:40.000Z"
"0","-23.537853426166965","-70.39258210421366","3.1412575","14.309853","96.08370358590037","353.82043","2021-06-09T12:47:42.000Z"
"0","-23.537597523008365","-70.39261528103393","3.4089236","13.90353","96.10667363926768","354.0892","2021-06-09T12:47:44.000Z"
"0","-23.53735325588606","-70.39264127055472","3.455911","13.344157","96.40847395639867","355.4415","2021-06-09T12:47:46.000Z"
"0","-23.537128374726652","-70.39266198657025","3.4643278","11.893312","96.97868028935045","355.05566","2021-06-09T12:47:48.000Z"
"0","-23.536940790718504","-70.3926804740414","3.596092","9.60302","96.95863906852901","356.00296","2021-06-09T12:47:50.000Z"
"0","-23.53678446071603","-70.39268410959355","3.3526728","8.576962","98.47653845977038","1.195083","2021-06-09T12:47:52.000Z"
"0","-23.536633144754965","-70.39267868391559","3.0","8.460625","98.81016680784523","0.8275025","2021-06-09T12:47:54.000Z"
"0","-23.536483491422572","-70.39267961608597","3.0","8.401003","99.16033496428281","357.90857","2021-06-09T12:47:56.000Z"
"0","-23.536334582943724","-70.3926952959052","3.0","8.055552","99.08042622543871","354.8735","2021-06-09T12:47:58.000Z"
"0","-23.53620216726101","-70.39270703980057","3.0","6.703357","99.08794493693858","356.99176","2021-06-09T12:48:00.000Z"
"0","-23.536082460978548","-70.39271560880057","3.0","6.827483","99.06839980557561","356.919","2021-06-09T12:48:02.000Z"
"0","-23.535956293839675","-70.39272760803301","3.0","7.4071083","98.99136059172451","355.61322","2021-06-09T12:48:04.000Z"
"0","-23.53581642710127","-70.39274108983415","3.0","7.776553","99.26359529420733","354.93695","2021-06-09T12:48:06.000Z"
"0","-23.535674083700748","-70.39275454797988","3.0","7.674555","99.77982223592699","354.05356","2021-06-09T12:48:08.000Z"
"0","-23.535534628076878","-70.39277088890637","3.0","7.595931","100.17311872728169","353.1003","2021-06-09T12:48:10.000Z"
"0","-23.53539828600195","-70.39278480039441","3.0","7.1265984","100.48825385887176","355.38895","2021-06-09T12:48:12.000Z"
"0","-23.535270266893306","-70.39279409313326","3.0","6.8389835","100.53242373932153","354.95584","2021-06-09T12:48:14.000Z"
"0","-23.535142678965926","-70.3928034393302","3.0","6.913571","100.78080319799483","354.38712","2021-06-09T12:48:16.000Z"
"0","-23.5350169975976","-70.39281126787452","3.0","6.653702","101.10303535684943","354.72476","2021-06-09T12:48:18.000Z"
"0","-23.534898362744563","-70.39282317301524","3.0","6.5993104","101.50403102487326","355.0026","2021-06-09T12:48:20.000Z"
"0","-23.53478204123609","-70.39283363429611","3.0","6.4750504","101.9733333606273","355.55426","2021-06-09T12:48:22.000Z"
"0","-23.534666994853833","-70.39284415965352","3.0","6.828951","102.44234600104392","354.40826","2021-06-09T12:48:24.000Z"
"0","-23.5345480791079","-70.39285985942792","3.0","6.9434686","103.06875893846154","354.8062","2021-06-09T12:48:26.000Z"
"0","-23.534421505511723","-70.39287581105377","3.0","7.057227","103.37014176044613","354.5962","2021-06-09T12:48:28.000Z"
"0","-23.53429106175572","-70.39289139923606","3.0","7.3925724","103.34926205780357","354.98618","2021-06-09T12:48:30.000Z"
"0","-23.534157686365628","-70.39290861658107","3.0","7.3327446","103.48895922861993","354.9101","2021-06-09T12:48:32.000Z"
"0","-23.53402630038415","-70.39292230245945","3.0","7.297354","103.7470406703651","354.84995","2021-06-09T12:48:34.000Z"
"0","-23.533896961650644","-70.39293903358565","3.0","7.0465913","104.2713719625026","351.66595","2021-06-09T12:48:36.000Z"
"0","-23.53376965967313","-70.39295396027957","3.0","7.3133836","104.60968429874629","357.04953","2021-06-09T12:48:38.000Z"
"0","-23.5336353183743","-70.39295480697162","3.0","7.307834","104.93448457308114","1.4004267","2021-06-09T12:48:40.000Z"
